,WorkerId,sample_id,candidates_paragraphs,first_paragraph,answer
21,REDACTED1,1207Describe the steps in how a crack on a bridge is treated and repaired,"[""Water droplets in clouds collide.\nBecome bigger drops.\nIce particles also grow in clouds.\nDrops and ice particles get heavier.\nDrops fall to the ground.\nIce particles fall from the clouds.\nIce particles fall through warmer air and melt.\nIce reaches the ground as rain drops."", ""A bird picks a spot high spot, often in a tree.\nThe bird collects bits of sticks and grass.\nThe sticks and grasses are placed between support branches.\nLeaves, mud and spider webs are added to the sticks.\nThe mud, leaves and webs glue the sticks together.\nThe solid nest supports the eggs."", ""The first step to treating and repairing a crack on a bridge is to apply epoxy to the crack. This helps to close the fracture and prevents further damage. A steel plate is then used to cover the fracture. Finally, reinforcement is used to close the fracture, ensuring that the crack is properly sealed and the bridge is structurally sound."", ""Choose what you want to write your letter on.\nThink of what you want to say.\nWrite some nice things!.\nPlace the letter into an envelope.\nPut a stamp on the top right corner of the face of the envelope.\nWrite the address of the recipient on the envelope.\nPut the envelope in your mailbox.\nRaise the flag on your mailbox, indicating to the mailman that you have outgoing mail.""]","Water droplets in clouds collide.
 Become bigger drops.
 Ice particles also grow in clouds.
 Drops and ice particles get heavier.
 Drops fall to the ground.
 Ice particles fall from the clouds.
 Ice particles fall through warmer air and melt.
 Ice reaches the ground as rain drops.",C4
22,REDACTED1,139How does an air conditioning system works?,"[""Pressure happens underground.\nTectonic plates underground pull and stretch.\nSmall cracks are formed in the earth's crust.\nThe tectonic plates push hard against each other.\nSome parts of the earth's crust move up high above the ground."", ""Carbon dioxide passes through stomata in the leaves.\nWater is absorbed through roots.\nChloroplast cells in leaves contain chlorophyll.\nChlorophyll absorbs energy from sunlight.\nEnergy splits water molecules into hydrogen and oxygen.\nOxygen gets released into atmosphere.\nHydrogen and carbon dioxide used to create glucose.\nGlucose is food for plants."", ""Air enters the air conditioning system where it is cooled by the coolant that is absorbed by the evaporator.\n The air is then circulated throughout the space, cooling it down.\n The hot air that has been cooled is then exhaled from the condenser, completing the cycle."", ""You gather a writing utensil and a piece of paper.\nYou use the writing utensil to compose your letter on the paper.\nYou fold the paper.\nPlace it into an envelope.\nYou write the address of the recipient on the outside of the envelope.\nYou seal the envelope with moisture or tape.\nYou apply a stamp to the outside of the envelope.\nYou put the envelope in a mailbox for a letter carrier to collect.\nThe letter carrier takes the envelope to the correct address.""]","Pressure happens underground.
 Tectonic plates underground pull and stretch.
 Small cracks are formed in the earth's crust.
 The tectonic plates push hard against each other.
 Some parts of the earth's crust move up high above the ground.",C3
23,REDACTED2,139How does an air conditioning system works?,"[""Pressure happens underground.\nTectonic plates underground pull and stretch.\nSmall cracks are formed in the earth's crust.\nThe tectonic plates push hard against each other.\nSome parts of the earth's crust move up high above the ground."", ""Carbon dioxide passes through stomata in the leaves.\nWater is absorbed through roots.\nChloroplast cells in leaves contain chlorophyll.\nChlorophyll absorbs energy from sunlight.\nEnergy splits water molecules into hydrogen and oxygen.\nOxygen gets released into atmosphere.\nHydrogen and carbon dioxide used to create glucose.\nGlucose is food for plants."", ""Air enters the air conditioning system where it is cooled by the coolant that is absorbed by the evaporator.\n The air is then circulated throughout the space, cooling it down.\n The hot air that has been cooled is then exhaled from the condenser, completing the cycle."", ""You gather a writing utensil and a piece of paper.\nYou use the writing utensil to compose your letter on the paper.\nYou fold the paper.\nPlace it into an envelope.\nYou write the address of the recipient on the outside of the envelope.\nYou seal the envelope with moisture or tape.\nYou apply a stamp to the outside of the envelope.\nYou put the envelope in a mailbox for a letter carrier to collect.\nThe letter carrier takes the envelope to the correct address.""]","Pressure happens underground.
 Tectonic plates underground pull and stretch.
 Small cracks are formed in the earth's crust.
 The tectonic plates push hard against each other.
 Some parts of the earth's crust move up high above the ground.",C2
24,REDACTED2,1154How is a diamond formed?,"[""Diamonds are formed deep within the Earth when carbon accumulates in pockets of magma.\n The intense pressure from the Earth's mantle causes the carbon to crystallize and the diamond to become solid.\n The host rock then traps the diamond, keeping it in place until it is mined."", ""Acid rain flows through soil.\nChemicals from the acid rain kill plants and trees.\nThe acid rainwater flows into rivers and streams.\nThe chemicals kill fish.\nThe chemicals kill animals that drink the water.\nNitrogen builds up.\nNitrogen destroys fish and shellfish populations."", ""Coal is mined out of the ground.\nCoal is pulverized into fine powder.\nThe coal is mixed with hot air.\nThe coal and hot air are blown into a boiler.\nThe coal and hot air burn over a fire.\nHighly purified water is pumped through pipes in the boiler.\nThe water turns into steam.\nThe steam presses against turbines.\nThe turbines spin.\nElectricity is produced."", ""Bacteria enter the body.\nBacteria start to divide and grow.\nThe uncontrolled growth takes away resources from other cells.\nOther cells cannot function properly.\nWe feel unwell.\nThe growth and division of bacteria produce toxins.\nToxins harm the body.\nThe body tries to react to the toxins.\nThe body's natural defenses can sometimes cause us to feel unwell.""]","Diamonds are formed deep within the Earth when carbon accumulates in pockets of magma.
  The intense pressure from the Earth's mantle causes the carbon to crystallize and the diamond to become solid.
  The host rock then traps the diamond, keeping it in place until it is mined.",C1
25,REDACTED1,1154How is a diamond formed?,"[""Diamonds are formed deep within the Earth when carbon accumulates in pockets of magma.\n The intense pressure from the Earth's mantle causes the carbon to crystallize and the diamond to become solid.\n The host rock then traps the diamond, keeping it in place until it is mined."", ""Acid rain flows through soil.\nChemicals from the acid rain kill plants and trees.\nThe acid rainwater flows into rivers and streams.\nThe chemicals kill fish.\nThe chemicals kill animals that drink the water.\nNitrogen builds up.\nNitrogen destroys fish and shellfish populations."", ""Coal is mined out of the ground.\nCoal is pulverized into fine powder.\nThe coal is mixed with hot air.\nThe coal and hot air are blown into a boiler.\nThe coal and hot air burn over a fire.\nHighly purified water is pumped through pipes in the boiler.\nThe water turns into steam.\nThe steam presses against turbines.\nThe turbines spin.\nElectricity is produced."", ""Bacteria enter the body.\nBacteria start to divide and grow.\nThe uncontrolled growth takes away resources from other cells.\nOther cells cannot function properly.\nWe feel unwell.\nThe growth and division of bacteria produce toxins.\nToxins harm the body.\nThe body tries to react to the toxins.\nThe body's natural defenses can sometimes cause us to feel unwell.""]","Diamonds are formed deep within the Earth when carbon accumulates in pockets of magma.
  The intense pressure from the Earth's mantle causes the carbon to crystallize and the diamond to become solid.
  The host rock then traps the diamond, keeping it in place until it is mined.",C1
26,REDACTED1,48What happens during a steam turbine power plant operation?,"[""When water freezes it becomes 10% bigger, or takes up 10% more space.\nAs water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.\nThe force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.\nClay expends when wet like ice does.\nThis causes rock to break apart.\nSome plants like mosses and lichens are capable of growing without soil on bare rock.\nWhen they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks."", ""The dna strand of a cell decides to replicate.\nChemicals in the strand break up the helix.\nThe helix is split into two.\nThe helix forms as the basis of a new dna strand.\nThe cell replicates."", ""Sugar enters the body.\nBloodstream.\nThe pancreas.\nInsulin lower sugar levels.\nBloo sugar goes back to normal."", ""During a steam turbine power plant operation, a boiler releases steam.\n The steam flows toward the turbine, causing it to rotate as it rises in the air.\n The rotation of the turbine causes the generator to produce electricity. The electricity is then used to power the facility.""]","When water freezes it becomes 10% bigger, or takes up 10% more space.
 As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.
 The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.
 Clay expends when wet like ice does.
 This causes rock to break apart.
 Some plants like mosses and lichens are capable of growing without soil on bare rock.
 When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.",C4
27,REDACTED2,48What happens during a steam turbine power plant operation?,"[""When water freezes it becomes 10% bigger, or takes up 10% more space.\nAs water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.\nThe force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.\nClay expends when wet like ice does.\nThis causes rock to break apart.\nSome plants like mosses and lichens are capable of growing without soil on bare rock.\nWhen they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks."", ""The dna strand of a cell decides to replicate.\nChemicals in the strand break up the helix.\nThe helix is split into two.\nThe helix forms as the basis of a new dna strand.\nThe cell replicates."", ""Sugar enters the body.\nBloodstream.\nThe pancreas.\nInsulin lower sugar levels.\nBloo sugar goes back to normal."", ""During a steam turbine power plant operation, a boiler releases steam.\n The steam flows toward the turbine, causing it to rotate as it rises in the air.\n The rotation of the turbine causes the generator to produce electricity. The electricity is then used to power the facility.""]","When water freezes it becomes 10% bigger, or takes up 10% more space.
 As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.
 The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.
 Clay expends when wet like ice does.
 This causes rock to break apart.
 Some plants like mosses and lichens are capable of growing without soil on bare rock.
 When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.",C4
28,REDACTED1,7What causes an earthquake to occur?,"[""A radioisotope has unstable nuclei that does not have enough binding energy to hold the nucleus together.\nRadioisotopes would like to be stable isotopes so they are constantly changing to try and stabilize.\nIn the process, they will release energy and matter from their nucleus and often transform into a new element.\nThis process, called transmutation, is the change of one element into another as a result of changes within the nucleus.\nHe radioactive decay and transmutation process will continue until a new element is formed that has a stable nucleus and is not radioactive."", ""Sediment becomes loose from the rest of the soil.\nThe sediment rolls down hill towards a river.\nThe heavy items sink to the bottom.\nThe lighter items float on the top and in convection cycles.\nAs the river flows the sediment is moved.\nThe sediment gets dumped through tributaries into lakes and the ocean.\nThe sediment keeps moving around the world in convection currents."", ""Bees first secure the perfect spot, such as hollow areas of trees.\nBees will begin to chew max until it becomes softened.\nThe chewed up wax will be stored inside of a honeycomb.\nWorker bees continue chewing and softening wax from within.\nThe chewed up wax is steadily added, making the hive bigger and bigger.\nThe bees will house nectar, honey and pollen within the honeycomb's cells."", ""An earthquake is caused by the tension that builds up between tectonic plates.\n When the tension reaches a certain level, the plates are forced past one another, releasing seismic waves and causing an earthquake.\n The seismic waves travel through the Earth and can be detected by seismographs.""]","A radioisotope has unstable nuclei that does not have enough binding energy to hold the nucleus together.
 Radioisotopes would like to be stable isotopes so they are constantly changing to try and stabilize.
 In the process, they will release energy and matter from their nucleus and often transform into a new element.
 This process, called transmutation, is the change of one element into another as a result of changes within the nucleus.
 He radioactive decay and transmutation process will continue until a new element is formed that has a stable nucleus and is not radioactive.",C4
29,REDACTED2,7What causes an earthquake to occur?,"[""A radioisotope has unstable nuclei that does not have enough binding energy to hold the nucleus together.\nRadioisotopes would like to be stable isotopes so they are constantly changing to try and stabilize.\nIn the process, they will release energy and matter from their nucleus and often transform into a new element.\nThis process, called transmutation, is the change of one element into another as a result of changes within the nucleus.\nHe radioactive decay and transmutation process will continue until a new element is formed that has a stable nucleus and is not radioactive."", ""Sediment becomes loose from the rest of the soil.\nThe sediment rolls down hill towards a river.\nThe heavy items sink to the bottom.\nThe lighter items float on the top and in convection cycles.\nAs the river flows the sediment is moved.\nThe sediment gets dumped through tributaries into lakes and the ocean.\nThe sediment keeps moving around the world in convection currents."", ""Bees first secure the perfect spot, such as hollow areas of trees.\nBees will begin to chew max until it becomes softened.\nThe chewed up wax will be stored inside of a honeycomb.\nWorker bees continue chewing and softening wax from within.\nThe chewed up wax is steadily added, making the hive bigger and bigger.\nThe bees will house nectar, honey and pollen within the honeycomb's cells."", ""An earthquake is caused by the tension that builds up between tectonic plates.\n When the tension reaches a certain level, the plates are forced past one another, releasing seismic waves and causing an earthquake.\n The seismic waves travel through the Earth and can be detected by seismographs.""]","A radioisotope has unstable nuclei that does not have enough binding energy to hold the nucleus together.
 Radioisotopes would like to be stable isotopes so they are constantly changing to try and stabilize.
 In the process, they will release energy and matter from their nucleus and often transform into a new element.
 This process, called transmutation, is the change of one element into another as a result of changes within the nucleus.
 He radioactive decay and transmutation process will continue until a new element is formed that has a stable nucleus and is not radioactive.",C4
30,REDACTED1,1049How does a rock form?,"[""Human industry produces chemical compounds.\nChemical compounds rise into the air.\nChemical compounds mix with elements in clouds.\nThe affected rain falls to the earth.\nThe affected rain can harm natural and man-made objects because of its acidic content."", ""Water seeps into rocks.\nThe water freezes and thaws.\nCracks form in the rocks.\nCracks also form when rocks heat up.\nThe rocks slowly break down."", ""The liver removes toxins from the blood.\nLiver also cleans blood that has just been enriched with vitamins and minerals during digestion.\nLiver processes the good stuff into forms that the rest of the body can use.\nWaste or stuff your body doesn't need can be carried by bile back into the intestine or into the kidneys.\nThe liver also produces a digestive juice called bile that helps the body absorb fat into the bloodstream.\nThe liver also stores extra carbohydrates as glycogen for the body to use as fuel when needed."", ""A rock forms when water reacts with minerals such as quartz, feldspar, and mica.\n The water combines with the minerals, and carbon dioxide combines with calcium, to form a sedimentary rock.\n The addition of heat accelerates the crystallization process, resulting in a solid rock.""]","Human industry produces chemical compounds.
 Chemical compounds rise into the air.
 Chemical compounds mix with elements in clouds.
 The affected rain falls to the earth.
 The affected rain can harm natural and man-made objects because of its acidic content.",C4
31,REDACTED2,1049How does a rock form?,"[""Human industry produces chemical compounds.\nChemical compounds rise into the air.\nChemical compounds mix with elements in clouds.\nThe affected rain falls to the earth.\nThe affected rain can harm natural and man-made objects because of its acidic content."", ""Water seeps into rocks.\nThe water freezes and thaws.\nCracks form in the rocks.\nCracks also form when rocks heat up.\nThe rocks slowly break down."", ""The liver removes toxins from the blood.\nLiver also cleans blood that has just been enriched with vitamins and minerals during digestion.\nLiver processes the good stuff into forms that the rest of the body can use.\nWaste or stuff your body doesn't need can be carried by bile back into the intestine or into the kidneys.\nThe liver also produces a digestive juice called bile that helps the body absorb fat into the bloodstream.\nThe liver also stores extra carbohydrates as glycogen for the body to use as fuel when needed."", ""A rock forms when water reacts with minerals such as quartz, feldspar, and mica.\n The water combines with the minerals, and carbon dioxide combines with calcium, to form a sedimentary rock.\n The addition of heat accelerates the crystallization process, resulting in a solid rock.""]","Human industry produces chemical compounds.
 Chemical compounds rise into the air.
 Chemical compounds mix with elements in clouds.
 The affected rain falls to the earth.
 The affected rain can harm natural and man-made objects because of its acidic content.",C4
32,REDACTED2,7What causes an autoimmune disease to flare up?,"[""An autoimmune disease is caused by an overreaction of the immune system. Antigens build up in the body which leads the immune system to produce antibodies, shifting its normal response. Allergens can then trigger a flare-up of the autoimmune disease, leading to a heightened response from the body's immune system."", ""Build a satellite.\nAttach a rocket.\nAdd rocket fuel.\nLaunch rocket.\nSatellite goes into orbit."", ""Plants start off as a seed.\nThe seed germinates.\nThe plant gets nutrition from the environment.\nThe plant grows from the nutrients.\nThe plant produces flowers.\nThe flowers produce fruit.\nThe fruit releases seeds.\nThe seeds become new plants.\nThe original plant dies at some point."", ""A hurricane usually starts as an organized thunderstorm activity that stretches at least 100 miles across and maintains its identity for more than 24 hours.\nUnder the right conditions it can develop further and start to spin around a low-pressure center.\nIf it develops it's classified as a \""tropical cyclone\"" or \""tropical depression\"".\nIf the system strengthens and wind speeds rise past 39 mph, the system is dubbed a \""tropical storm\"".\nIf the pressure in the center drops even further and the winds really pick up and forms a clearly defined \""eye\"" it's a hurricane.""]","An autoimmune disease is caused by an overreaction of the immune system. Antigens build up in the body which leads the immune system to produce antibodies, shifting its normal response. Allergens can then trigger a flare-up of the autoimmune disease, leading to a heightened response from the body's immune system.",C1
33,REDACTED1,7What causes an autoimmune disease to flare up?,"[""An autoimmune disease is caused by an overreaction of the immune system. Antigens build up in the body which leads the immune system to produce antibodies, shifting its normal response. Allergens can then trigger a flare-up of the autoimmune disease, leading to a heightened response from the body's immune system."", ""Build a satellite.\nAttach a rocket.\nAdd rocket fuel.\nLaunch rocket.\nSatellite goes into orbit."", ""Plants start off as a seed.\nThe seed germinates.\nThe plant gets nutrition from the environment.\nThe plant grows from the nutrients.\nThe plant produces flowers.\nThe flowers produce fruit.\nThe fruit releases seeds.\nThe seeds become new plants.\nThe original plant dies at some point."", ""A hurricane usually starts as an organized thunderstorm activity that stretches at least 100 miles across and maintains its identity for more than 24 hours.\nUnder the right conditions it can develop further and start to spin around a low-pressure center.\nIf it develops it's classified as a \""tropical cyclone\"" or \""tropical depression\"".\nIf the system strengthens and wind speeds rise past 39 mph, the system is dubbed a \""tropical storm\"".\nIf the pressure in the center drops even further and the winds really pick up and forms a clearly defined \""eye\"" it's a hurricane.""]","An autoimmune disease is caused by an overreaction of the immune system. Antigens build up in the body which leads the immune system to produce antibodies, shifting its normal response. Allergens can then trigger a flare-up of the autoimmune disease, leading to a heightened response from the body's immune system.",C1
34,REDACTED2,852How does oil get from the ground to an oil refinery?,"[""Air is taken through the mouth.\nEnters the lungs.\nThe oxygen fills the sacs in your lungs.\nCarbon dioxide is removed from the lungs and exhaled.\nThe oxygen is pass throughout your body."", ""Oil is extracted from underground reservoirs, typically through drilling.\n Once the oil is extracted, it is transported by tanker truck to an oil refinery.\n The tanker truck delivers the oil to the refinery where it can be processed and purified."", ""Solar panels actually comprise many, smaller units called photovoltaic cells.\nPhotovoltaic simply means they convert sunlight into electricity.).\nMany cells linked together make up a solar panel.\nEach photovoltaic cell is basically a sandwich made up of two slices of semi-conducting material, usually silicon : .\nManufacturers \""dope\"" silicon with other materials, giving each slice of the sandwich a positive or negative electrical charge.\nThis adds extra electrons, with a negative charge, to that layer.\nMeanwhile, the bottom layer gets a dose of boron, which results in fewer electrons, or a positive charge.\nThis all adds up to an electric field at the junction between the silicon layers.\nWhen a photon of sunlight knocks an electron free, the electric field will push that electron out of the silicon junction.\nA couple of other components of the cell turn these electrons into usable power."", ""A female fish lays eggs.\nLarvae hatch from the eggs.\nThe larvae eat and grow.\nThe larvae form into juvenile fish.\nThe juvenile fish grow into adult fish.\nThe adult fish mate.\nThe female fish lays eggs.""]","Air is taken through the mouth.
 Enters the lungs.
 The oxygen fills the sacs in your lungs.
 Carbon dioxide is removed from the lungs and exhaled.
 The oxygen is pass throughout your body.",C2
35,REDACTED1,852How does oil get from the ground to an oil refinery?,"[""Air is taken through the mouth.\nEnters the lungs.\nThe oxygen fills the sacs in your lungs.\nCarbon dioxide is removed from the lungs and exhaled.\nThe oxygen is pass throughout your body."", ""Oil is extracted from underground reservoirs, typically through drilling.\n Once the oil is extracted, it is transported by tanker truck to an oil refinery.\n The tanker truck delivers the oil to the refinery where it can be processed and purified."", ""Solar panels actually comprise many, smaller units called photovoltaic cells.\nPhotovoltaic simply means they convert sunlight into electricity.).\nMany cells linked together make up a solar panel.\nEach photovoltaic cell is basically a sandwich made up of two slices of semi-conducting material, usually silicon : .\nManufacturers \""dope\"" silicon with other materials, giving each slice of the sandwich a positive or negative electrical charge.\nThis adds extra electrons, with a negative charge, to that layer.\nMeanwhile, the bottom layer gets a dose of boron, which results in fewer electrons, or a positive charge.\nThis all adds up to an electric field at the junction between the silicon layers.\nWhen a photon of sunlight knocks an electron free, the electric field will push that electron out of the silicon junction.\nA couple of other components of the cell turn these electrons into usable power."", ""A female fish lays eggs.\nLarvae hatch from the eggs.\nThe larvae eat and grow.\nThe larvae form into juvenile fish.\nThe juvenile fish grow into adult fish.\nThe adult fish mate.\nThe female fish lays eggs.""]","Air is taken through the mouth.
 Enters the lungs.
 The oxygen fills the sacs in your lungs.
 Carbon dioxide is removed from the lungs and exhaled.
 The oxygen is pass throughout your body.",C2
36,REDACTED1,683Describe the process of decision-making,"[""Decision-making is a complex process that involves evaluation and contemplation.\n First, the evaluation releases information that the mind can use to open up possibilities.\n Then, the contemplation part helps to cool the emotions and allows for more rational thinking and better decision-making.\n Through this process, the individual can make informed decisions."", ""Coal is mined out of the ground.\nCoal is pulverized into fine powder.\nThe coal is mixed with hot air.\nThe coal and hot air are blown into a boiler.\nThe coal and hot air burn over a fire.\nHighly purified water is pumped through pipes in the boiler.\nThe water turns into steam.\nThe steam presses against turbines.\nThe turbines spin.\nElectricity is produced."", ""Human industry produces chemical compounds.\nChemical compounds rise into the air.\nChemical compounds mix with elements in clouds.\nThe affected rain falls to the earth.\nThe affected rain can harm natural and man-made objects because of its acidic content."", ""There is a fetus in the womb.\nThey are born and are a baby.\nThe baby grows into a child.\nPuberty turns the child into an adolescent.\nThe adolescent becomes an adult.\nAn adult becomes an elderly person.\nThe elderly person dies.""]","Decision-making is a complex process that involves evaluation and contemplation.
  First, the evaluation releases information that the mind can use to open up possibilities.
  Then, the contemplation part helps to cool the emotions and allows for more rational thinking and better decision-making.
  Through this process, the individual can make informed decisions.",C3
37,REDACTED2,683Describe the process of decision-making,"[""Decision-making is a complex process that involves evaluation and contemplation.\n First, the evaluation releases information that the mind can use to open up possibilities.\n Then, the contemplation part helps to cool the emotions and allows for more rational thinking and better decision-making.\n Through this process, the individual can make informed decisions."", ""Coal is mined out of the ground.\nCoal is pulverized into fine powder.\nThe coal is mixed with hot air.\nThe coal and hot air are blown into a boiler.\nThe coal and hot air burn over a fire.\nHighly purified water is pumped through pipes in the boiler.\nThe water turns into steam.\nThe steam presses against turbines.\nThe turbines spin.\nElectricity is produced."", ""Human industry produces chemical compounds.\nChemical compounds rise into the air.\nChemical compounds mix with elements in clouds.\nThe affected rain falls to the earth.\nThe affected rain can harm natural and man-made objects because of its acidic content."", ""There is a fetus in the womb.\nThey are born and are a baby.\nThe baby grows into a child.\nPuberty turns the child into an adolescent.\nThe adolescent becomes an adult.\nAn adult becomes an elderly person.\nThe elderly person dies.""]","Decision-making is a complex process that involves evaluation and contemplation.
  First, the evaluation releases information that the mind can use to open up possibilities.
  Then, the contemplation part helps to cool the emotions and allows for more rational thinking and better decision-making.
  Through this process, the individual can make informed decisions.",C1
38,REDACTED1,140How do the kidneys work?,"[""There is a lot of rain or a dam breaks.\nWater levels of a river or lake get higher.\nWater builds up on the ground.\nWater covers streets.\nWater gets deep in some places.\nWater goes into houses and other buildings.\nThe rain stops or the dam is repaired.\nWater flows into streams.\nThe rest of the floodwater evaporates."", ""Water evaporates from the ground up to the sky.\nWater droplets are in clouds.\nDroplets combine to form bigger drops in the clouds.\nThe drops get heavy.\nGravity makes the drops fall."", ""The kidneys are responsible for many important functions in the body.\n They absorb nutrients and expel waste.\n The process of absorption and elimination is facilitated by the nephrons, which are small structures that exchange fluids in the kidneys.\n The nephrons filter the blood and absorb the necessary nutrients, while also expelling the waste and other harmful substances from the body."", ""Sediment settles in a place due to gravity.\nThe sediment breaks down into small particles.\nWind or water picks up the sediment.\nThe sediment travels along the same route as the wind or water.\nThe sediment is deposited at new locations by the wind or water.\nThe sediment is picked up again by new wind or water.\nThe sediment travels further.\nThe sediment is deposited again in a new place.""]","There is a lot of rain or a dam breaks.
 Water levels of a river or lake get higher.
 Water builds up on the ground.
 Water covers streets.
 Water gets deep in some places.
 Water goes into houses and other buildings.
 The rain stops or the dam is repaired.
 Water flows into streams.
 The rest of the floodwater evaporates.",C3
39,REDACTED2,140How do the kidneys work?,"[""There is a lot of rain or a dam breaks.\nWater levels of a river or lake get higher.\nWater builds up on the ground.\nWater covers streets.\nWater gets deep in some places.\nWater goes into houses and other buildings.\nThe rain stops or the dam is repaired.\nWater flows into streams.\nThe rest of the floodwater evaporates."", ""Water evaporates from the ground up to the sky.\nWater droplets are in clouds.\nDroplets combine to form bigger drops in the clouds.\nThe drops get heavy.\nGravity makes the drops fall."", ""The kidneys are responsible for many important functions in the body.\n They absorb nutrients and expel waste.\n The process of absorption and elimination is facilitated by the nephrons, which are small structures that exchange fluids in the kidneys.\n The nephrons filter the blood and absorb the necessary nutrients, while also expelling the waste and other harmful substances from the body."", ""Sediment settles in a place due to gravity.\nThe sediment breaks down into small particles.\nWind or water picks up the sediment.\nThe sediment travels along the same route as the wind or water.\nThe sediment is deposited at new locations by the wind or water.\nThe sediment is picked up again by new wind or water.\nThe sediment travels further.\nThe sediment is deposited again in a new place.""]","There is a lot of rain or a dam breaks.
 Water levels of a river or lake get higher.
 Water builds up on the ground.
 Water covers streets.
 Water gets deep in some places.
 Water goes into houses and other buildings.
 The rain stops or the dam is repaired.
 Water flows into streams.
 The rest of the floodwater evaporates.",C3
40,REDACTED1,915How is debris transported across the landscape?,"[""A bird lays an egg.\nThe egg hatches into a baby bird.\nBaby bird eats.\nGrows into an adult bird.\nThe bird finds a mate.\nThe pair build a nest.\nThe birds lay eggs."", ""Debris can be transported across the landscape in a variety of ways. Wind is a major factor and can carry debris over long distances. Gravity also plays a role in moving fragments downhill. Water is another key factor, as it is capable of transporting particles both down and over the surface."", ""Sunlight shines on plants.\nCells with chlorophyll in them capture the light energy.\nPlants absorb carbon dioxide through their stoma.\nPlants absorb water through their roots and other parts of themselves.\nPlants absorb minerals through their roots.\nPlants convert these inputs into sugars.\nSugars can be used as energy sources.\nOxygen and water are also produced.\nExcess water and oxygen are released through stoma and other parts of the plant."", ""A man and woman mate.\nEmbryo is C.\nEmbryo grows and develops into a fetus inside the woman's womb.\nThe fetus is born.\nBegins to grow and develop through infancy and childhood.\nIn the teenage years the human experiences puberty.\nReaches sexual maturity.\nAt 18 the human becomes an adult.\nAdult may procreate continuing the cycle.""]","A bird lays an egg.
 The egg hatches into a baby bird.
 Baby bird eats.
 Grows into an adult bird.
 The bird finds a mate.
 The pair build a nest.
 The birds lay eggs.",C2
41,REDACTED2,915How is debris transported across the landscape?,"[""A bird lays an egg.\nThe egg hatches into a baby bird.\nBaby bird eats.\nGrows into an adult bird.\nThe bird finds a mate.\nThe pair build a nest.\nThe birds lay eggs."", ""Debris can be transported across the landscape in a variety of ways. Wind is a major factor and can carry debris over long distances. Gravity also plays a role in moving fragments downhill. Water is another key factor, as it is capable of transporting particles both down and over the surface."", ""Sunlight shines on plants.\nCells with chlorophyll in them capture the light energy.\nPlants absorb carbon dioxide through their stoma.\nPlants absorb water through their roots and other parts of themselves.\nPlants absorb minerals through their roots.\nPlants convert these inputs into sugars.\nSugars can be used as energy sources.\nOxygen and water are also produced.\nExcess water and oxygen are released through stoma and other parts of the plant."", ""A man and woman mate.\nEmbryo is C.\nEmbryo grows and develops into a fetus inside the woman's womb.\nThe fetus is born.\nBegins to grow and develop through infancy and childhood.\nIn the teenage years the human experiences puberty.\nReaches sexual maturity.\nAt 18 the human becomes an adult.\nAdult may procreate continuing the cycle.""]","A bird lays an egg.
 The egg hatches into a baby bird.
 Baby bird eats.
 Grows into an adult bird.
 The bird finds a mate.
 The pair build a nest.
 The birds lay eggs.",C2
42,REDACTED2,369How do human beings obtain and use nutrients?,"[""The body's temperature increases over 98.6 degrees F.\nThe hypothalamus in the brain sends a message to the body.\nSweat glands in the skin receive the message.\nThe sweat glands start combining water and chemicals to make sweat.\nThe sweat leaves the skin through pores."", ""Two birds meet each other.\nEgg is produced after fertilziation.\nMother sits on egg until it hatches.\nBird Hatches.\nGrows up.\nFlee the next.\nStarts family.\nDies."", ""Human beings obtain nutrients from the food that they eat.\n The intestines absorb the nutrients from the food and transports them to the blood.\n The blood circulates the nutrients throughout the body and transports them to the cells, where they can be metabolized and used to provide energy."", ""The kidneys receive blood from the renal artery.\nThey process it with millions of tiny nephrons.\nRemove all the waste.\nThe kidneys return the blood back to the body through the renal artery.\nSend the urine with the waste to the bladder through the ureters.""]","The body's temperature increases over 98.6 degrees F.
 The hypothalamus in the brain sends a message to the body.
 Sweat glands in the skin receive the message.
 The sweat glands start combining water and chemicals to make sweat.
 The sweat leaves the skin through pores.",C3
